Name	DRR068893	DRR068894	DRR068895	DRR095105	DRR095106	DRR095107	DRR095108	DRR095109	DRR095110	DRR095111	DRR095112	DRR095113	DRR095114	DRR095115	DRR095116
KWMTBOMO00001	2.410625	2.280158	2.692023	0.033361	0.045129	0.022411	0.174280	0.263233	0.305942	0.441906	0.540911	0.508800	0.000000	0.000000	0.000000
KWMTBOMO00002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108400	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00003	4.555213	5.401179	4.122819	0.038119	0.025780	0.000000	1.731123	2.000225	1.624796	0.043360	0.029777	0.059184	0.097449	0.064761	0.000000
KWMTBOMO00004	49.376212	48.510640	44.198988	0.826449	0.620304	0.924144	1.237515	1.716717	1.534268	6.064720	5.663565	5.913134	0.233498	0.775514	0.921915
KWMTBOMO00005	29.181164	26.563783	28.271311	0.732475	0.544494	0.344146	0.776607	0.851387	0.565815	3.335056	3.603389	3.694588	0.186598	0.061984	0.061405
KWMTBOMO00006	6.967257	7.016016	6.092140	0.800022	0.809900	1.072537	0.895848	0.941966	0.938937	1.671510	2.497208	2.584929	1.350611	1.457358	1.332662
KWMTBOMO00007	0.230115	0.284913	0.687423	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.912696	0.850067	1.331178	0.000000	0.000000	0.027764
KWMTBOMO00008	0.283356	0.280822	0.312459	0.195492	0.029107	0.051825	0.000000	0.167007	0.074874	0.000000	0.213215	0.248154	0.000000	0.278937	0.000000
KWMTBOMO00009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00010	0.411439	0.353183	0.196781	0.413810	0.182703	0.000000	0.181791	0.000000	0.168122	0.101761	0.339381	0.285500	0.156315	0.000000	0.114921
KWMTBOMO00011	0.051467	0.050978	0.000000	0.472197	0.239402	0.237778	2.050152	1.602903	2.092514	0.067168	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00012	0.234188	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.340672	0.000000	0.000000	0.000000	0.000000	0.000000	0.221053
KWMTBOMO00013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.168780	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00016	2.223520	2.611942	2.135698	0.332983	0.259914	0.550724	0.767912	0.672500	0.768546	5.708630	5.921337	6.534564	2.097721	2.381196	2.671794
KWMTBOMO00017	1.123668	0.445193	0.842040	0.000000	0.087081	0.000000	0.000000	0.331565	0.165250	0.000000	0.201368	0.200104	0.000000	0.000000	0.107507
KWMTBOMO00018	176.118415	170.803775	170.625829	0.000000	0.098184	0.097518	0.000000	0.000000	0.000000	0.000000	0.227082	0.451310	0.000000	0.122186	0.121042
KWMTBOMO00019	9.321306	6.594775	8.747007	1.058290	0.635096	0.394241	0.000000	0.226879	0.000000	1.339653	0.642432	1.459214	0.000000	0.000000	0.098104
KWMTBOMO00020	283.886727	297.958191	296.503896	57.581599	67.400392	60.997842	29.452148	37.167511	41.654397	304.995968	277.057573	300.517285	877.288964	862.747126	808.829888
KWMTBOMO00021	18.050162	20.977256	20.664092	4.709282	3.727881	3.702686	0.263144	1.404458	1.049715	7.272321	6.899083	6.427343	28.674995	29.789623	35.410928
KWMTBOMO00022	2.704019	3.155307	2.711926	0.042469	0.000000	0.000000	0.000000	0.055002	0.109665	0.289874	0.331738	0.329675	0.054261	0.000000	0.071444
KWMTBOMO00023	1.457133	1.312071	1.986907	0.000000	0.000000	0.000000	0.000000	0.097533	0.000000	1.560888	0.712135	1.061503	1.153366	0.765753	0.632152
KWMTBOMO00024	0.308204	0.508790	0.461735	0.117936	0.000000	0.000000	0.113318	0.075848	0.000000	0.134363	0.276143	0.182941	0.000000	0.000000	0.098391
KWMTBOMO00025	202.615801	196.627799	192.962401	0.200282	0.270536	0.067175	0.192680	0.193523	0.192910	0.456197	0.312696	0.310739	0.381640	0.337986	0.167412
KWMTBOMO00026	149.703098	143.936906	151.265062	0.000000	0.067975	0.202541	0.000000	0.064831	0.064625	0.000000	0.078569	0.312308	0.000000	0.000000	0.084125
KWMTBOMO00027	0.559724	0.970207	0.839811	0.160763	0.108435	0.323099	0.153965	0.102963	0.102625	0.183258	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00028	30.662894	29.254723	27.370994	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107852
KWMTBOMO00029	290.913145	286.318612	292.201603	0.000000	0.089392	0.088785	0.000000	0.085070	0.000000	0.000000	0.000000	0.102710	0.000000	0.668216	0.110327
KWMTBOMO00030	0.000000	0.578305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00031	0.208869	0.206880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.374355	0.372006	0.000000	0.000000	0.000000
KWMTBOMO00032	0.720357	1.514762	0.000000	0.128918	0.575884	0.530255	0.358333	0.641656	0.727819	0.000000	1.088716	0.000000	0.503102	0.885538	0.642033
KWMTBOMO00033	0.080770	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00034	0.096134	0.000000	0.047932	0.036759	0.000000	0.000000	0.283440	0.000000	0.000000	0.041842	0.000000	0.057050	0.000000	0.000000	0.000000
KWMTBOMO00035	0.097485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.317777	0.000000	0.000000	0.000000	0.000000	0.141677	0.000000	0.149603
KWMTBOMO00036	0.079659	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00037	0.000000	0.136947	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00038	0.303212	0.481160	0.000000	0.064576	0.051504	0.000000	0.000000	0.000000	0.000000	0.199533	0.158159	0.000000	0.093666	0.000000	0.000000
KWMTBOMO00039	41.796104	50.033415	45.510769	397.303371	420.322425	420.880614	66.478397	67.032558	66.784233	440.065160	465.522358	490.628746	0.614147	2.440261	2.417349
KWMTBOMO00040	9.334341	8.894566	9.011774	10.977631	10.167315	11.326523	0.130679	0.306457	0.480073	1.002629	0.740841	1.156920	0.259082	0.229510	0.170524
KWMTBOMO00041	2.984168	2.728392	3.802007	2.377556	2.489155	3.178713	0.000000	0.502813	0.167031	0.000000	0.617016	1.226334	0.000000	0.000000	0.000000
KWMTBOMO00042	440.844758	413.295143	420.863428	0.000000	0.997425	0.000000	0.000000	0.309517	0.308371	0.000000	0.767136	0.381061	0.000000	0.000000	0.000000
KWMTBOMO00043	14.475003	14.931039	16.474255	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.585095	2.146215	0.533246	0.000000	0.000000	0.552388
KWMTBOMO00044	80.110070	85.101955	74.630630	1.111558	0.372702	0.000000	0.000000	0.692757	0.000000	0.634519	0.430162	0.854816	7.466373	5.841760	4.005980
KWMTBOMO00045	0.612488	1.516753	1.387178	0.000000	0.000000	0.000000	0.333607	0.222240	0.442886	1.206763	1.916382	0.816047	0.000000	0.000000	0.000000
KWMTBOMO00046	0.000000	0.000000	0.000000	0.000000	0.194453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00047	9.408677	9.136580	8.873399	1.272818	1.286362	1.561542	0.202418	1.217019	0.673849	14.279315	12.895353	10.843077	0.532630	0.176728	0.350142
KWMTBOMO00048	0.000000	0.149662	0.233888	0.361651	0.000000	0.378479	0.000000	0.120304	0.156382	0.442670	0.551405	0.852164	0.000000	0.000000	0.000000
KWMTBOMO00049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00050	0.268517	0.000000	0.000000	0.309198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00051	2.568602	2.120166	2.469628	0.000000	0.142230	0.141265	0.202891	0.317186	0.225853	1.357389	1.259946	1.306526	0.000000	0.178151	0.352972
KWMTBOMO00052	0.236993	0.234739	0.000000	0.136071	0.091828	0.000000	0.000000	0.000000	0.087086	0.465238	0.530902	0.527569	0.172241	0.000000	0.113299
KWMTBOMO00053	832.532278	822.908492	808.147563	0.248029	0.000000	0.055481	0.159272	0.266710	0.372221	0.094127	0.645526	0.513196	0.000000	0.349460	0.415431
KWMTBOMO00054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00055	0.619722	0.492743	0.490671	0.231864	0.258271	0.253273	1.005863	0.969897	1.098390	0.038437	0.049072	0.011254	0.000000	0.000000	0.012239
KWMTBOMO00056	0.076001	0.075279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00057	2.747423	1.855426	2.247141	0.000000	0.000000	0.096117	0.137561	0.092026	0.000000	0.490444	0.671447	0.556023	0.362828	0.240905	0.119325
KWMTBOMO00058	0.000000	0.000000	0.055546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053279	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00059	3.225985	3.383278	3.694643	0.544525	0.294155	0.000000	0.104707	0.140195	0.069874	2.356985	1.955166	1.942924	0.138226	0.000000	0.181891
KWMTBOMO00060	2.260544	2.634178	2.592914	0.152747	0.309140	0.102347	0.585492	0.489510	0.195164	5.222972	6.672029	5.683023	0.385907	0.384321	0.253814
KWMTBOMO00061	1.323786	1.286712	1.200349	0.028356	0.038374	0.019057	0.013723	0.036819	0.027531	0.177317	0.443130	0.407354	0.018166	0.024150	0.071774
KWMTBOMO00062	0.574828	0.569247	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00063	0.452016	0.447809	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.400402	0.000000	0.000000	0.000000
KWMTBOMO00064	0.677113	0.479054	0.434643	0.000000	0.000000	0.074462	0.000000	0.071452	0.071224	0.885349	0.606651	0.775094	0.140894	0.000000	0.000000
KWMTBOMO00065	0.779012	0.881833	1.334264	0.255550	0.172491	0.000000	0.368063	0.082103	0.245518	1.601609	1.695173	1.783628	0.000000	0.000000	0.000000
KWMTBOMO00066	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00067	6.573139	6.140753	5.812362	0.857012	0.578997	0.402548	0.165064	0.165835	0.110209	3.903045	5.687535	3.923157	0.000000	0.144851	0.143496
KWMTBOMO00068	54.005124	48.197720	52.077759	0.000000	0.344952	0.685343	0.483161	0.000000	0.959269	4.106909	9.949640	9.884748	0.629140	1.249813	0.412686
KWMTBOMO00069	0.000000	0.000000	0.000000	0.137634	0.046510	0.046194	0.000000	0.044456	0.000000	0.000000	0.053740	0.053405	0.000000	0.000000	0.000000
KWMTBOMO00070	0.000000	0.000000	0.000000	1.638806	1.277419	1.153882	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.269289
KWMTBOMO00071	0.149012	0.149732	0.000000	1.084252	1.020489	0.657249	0.000000	0.107953	0.000000	0.000000	0.155621	0.136409	1.108378	0.137995	0.151755
KWMTBOMO00072	0.000000	0.150222	0.000000	0.000000	0.000000	0.050481	0.000000	0.000000	0.000000	0.000000	0.092919	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00073	0.031024	0.030729	0.092686	0.000000	0.024054	0.000000	0.000000	0.023045	0.045949	0.040454	0.027783	0.055224	0.000000	0.000000	0.000000
KWMTBOMO00074	0.000000	0.000000	0.182068	0.000000	0.000000	0.000000	0.000000	0.079228	0.157977	0.302243	0.000000	0.202840	0.000000	0.000000	0.000000
KWMTBOMO00075	0.582697	0.558003	0.770049	0.129969	0.053852	0.086505	0.556346	0.549429	0.642331	2.678509	1.807042	2.217685	0.000000	0.000000	0.000000
KWMTBOMO00076	3426.709491	3396.388635	3469.203690	0.417357	0.845555	1.189741	0.802796	1.478100	1.004597	0.713043	1.628950	2.509070	1.192421	1.671978	2.876800
KWMTBOMO00077	10.881076	11.631957	12.272941	0.000000	0.000000	0.019533	0.000000	0.018850	0.000000	0.000000	0.022714	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00078	156.674304	156.717952	151.358193	0.000000	0.000000	0.000000	0.142122	0.000000	0.189520	0.000000	0.115651	0.114924	0.187403	0.000000	0.123259
KWMTBOMO00079	4.046222	3.256310	3.154839	0.193470	0.000000	0.000000	0.000000	0.124666	0.000000	0.330489	0.151036	0.450275	0.000000	0.163305	0.000000
KWMTBOMO00080	0.380316	0.376706	0.283881	0.127128	0.135165	0.109840	0.386603	0.235731	0.223262	0.846651	0.610168	0.817912	0.000000	0.000000	0.030633
KWMTBOMO00081	0.335330	0.515854	0.555827	1.108922	0.865261	0.859393	0.082396	0.082856	0.082600	0.242597	0.166678	0.000000	0.108986	0.108638	0.035874
KWMTBOMO00082	0.000000	0.063210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056828	0.000000	0.000000	0.000000
KWMTBOMO00083	0.000000	0.000000	0.000000	0.000000	1.235637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00084	1.419444	1.004243	1.220051	0.233253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.181721	0.180580	0.000000	0.000000	0.000000
KWMTBOMO00085	1.833433	2.496997	2.576324	0.000000	0.000000	0.088200	0.000000	0.000000	0.000000	0.000000	0.000000	0.102033	0.000000	0.000000	0.000000
KWMTBOMO00086	0.458796	0.330501	0.311655	0.047824	0.097011	0.032118	0.046179	0.123816	0.185150	0.544104	0.261484	0.259857	0.000000	0.040582	0.120610
KWMTBOMO00087	199.652886	217.250171	223.463560	0.000000	0.000000	0.385679	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.467681	0.000000
KWMTBOMO00088	477.124665	451.383520	513.560270	0.000000	0.000000	0.000000	0.566860	0.376098	0.000000	0.690032	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00089	2.042863	0.879759	1.196913	0.000000	0.068843	0.000000	0.000000	0.000000	0.000000	0.000000	0.318293	0.000000	0.000000	0.171988	0.085189
KWMTBOMO00090	0.821076	1.045630	0.879159	0.134690	0.000000	0.090282	0.129265	0.000000	0.086213	0.153501	0.210209	0.417779	0.000000	0.000000	0.000000
KWMTBOMO00091	16.670239	16.850153	17.478302	6.530605	6.470855	5.974169	1.094046	0.938568	1.146780	0.111183	0.212272	0.143450	0.000000	0.018516	0.000000
KWMTBOMO00092	14.709482	16.109281	16.249454	0.000000	0.000000	0.000000	0.000000	0.000000	0.020559	0.000000	0.000000	0.024700	0.000000	0.000000	0.026792
KWMTBOMO00093	0.000000	0.000000	2.219466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00094	1.538027	1.480789	1.506841	0.222103	0.197253	0.177257	0.281193	0.297238	0.314481	0.157825	0.162699	0.161690	0.000000	0.000000	0.000000
KWMTBOMO00095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.127978	0.000000	0.000000	0.000000	0.104050	0.310192	0.000000	0.000000	0.000000
KWMTBOMO00096	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00097	44.142985	35.150381	37.004205	0.997014	2.680588	0.887530	1.887590	1.467604	2.506985	36.005954	33.552457	35.645274	7.828369	7.648681	8.116667
KWMTBOMO00098	7.773920	13.861046	8.262289	0.000000	0.000000	0.000000	0.838837	0.000000	0.000000	1.022457	3.457637	2.062015	1.080253	0.715062	1.415722
KWMTBOMO00099	0.841974	0.438936	0.861017	0.000000	0.000000	0.000000	0.245279	0.197283	0.098336	2.254823	2.024156	2.051000	0.000000	0.172423	0.042703
KWMTBOMO00100	0.895303	0.532078	0.446316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.057965	0.000000
KWMTBOMO00101	0.333352	0.158207	0.306889	0.204783	0.073500	0.056748	0.000000	0.218489	0.000000	1.676262	1.756303	2.027188	0.671656	0.767167	0.431156
KWMTBOMO00102	1.941648	2.065658	2.582427	1.237575	1.003397	1.162688	0.317887	0.266162	0.265325	1.878623	0.901866	2.048535	0.000000	0.000000	0.000000
KWMTBOMO00103	5.681169	1.407238	6.450424	1.615313	0.000000	5.382826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00104	12.666307	11.769182	13.887659	0.179850	0.182422	0.120790	0.043424	0.087328	0.145097	0.409211	0.842894	1.361182	0.057433	0.000000	0.037809
KWMTBOMO00105	0.705106	3.492696	2.665573	0.000000	0.272824	0.541967	0.000000	0.000000	0.253978	0.926078	0.944299	0.000000	0.000000	0.331701	0.328553
KWMTBOMO00106	16.245128	13.958313	14.556021	0.617249	0.796632	0.640518	1.191323	0.762126	1.013013	8.556104	8.545969	10.234851	0.357985	0.570881	0.282774
KWMTBOMO00107	3.476462	4.079548	3.419654	0.084107	0.140367	0.114672	0.000000	0.000000	0.000000	0.027121	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00108	7.914840	6.505239	5.312136	0.193578	0.260958	0.259187	0.739832	0.247213	0.369584	6.182110	5.130878	4.948718	0.243498	0.000000	0.000000
KWMTBOMO00109	14.115717	13.475564	14.932410	0.036612	0.024762	0.049187	0.000000	0.023721	0.000000	0.083289	0.114402	0.113691	0.046805	0.000000	0.000000
KWMTBOMO00110	304.603057	293.423276	283.997789	0.461937	1.239877	1.539532	0.434587	0.000000	0.000000	0.526695	0.715199	1.065890	0.000000	0.000000	0.371920
KWMTBOMO00111	0.633701	0.627679	0.951509	7.282950	5.892220	4.633026	0.000000	0.000000	0.000000	0.000000	0.000000	0.141074	0.000000	0.000000	0.000000
KWMTBOMO00112	0.494204	0.367128	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00113	0.000000	0.000000	0.102903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133468	0.132220
KWMTBOMO00114	4.026197	5.116332	4.145100	0.677827	0.783366	0.588534	0.975530	1.052781	0.487892	2.460870	1.185064	1.615643	0.811943	0.473088	0.474931
KWMTBOMO00115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00116	0.000000	0.000000	0.328145	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00117	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00118	0.036806	0.036456	0.000000	0.084398	0.000000	0.085029	0.000000	0.000000	0.027243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00119	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00120	1.501074	1.486812	1.753610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149461	0.148523	0.000000	0.000000	0.000000
KWMTBOMO00121	21.952007	23.401921	23.079805	0.000000	0.072114	0.035813	0.000000	0.000000	0.034395	0.121368	0.124965	0.165583	0.000000	0.045230	0.044807
KWMTBOMO00122	17.598963	20.751892	16.691971	0.549921	0.649436	0.552882	0.527667	0.794349	0.879766	5.170765	5.363928	5.756661	5.046019	4.159305	4.921555
KWMTBOMO00123	5.739700	7.241862	5.767699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.178221	0.152985	0.030407	0.000000	0.033269	0.000000
KWMTBOMO00124	32.838628	35.688349	38.111912	0.000000	0.000000	0.175439	0.000000	0.166527	0.000000	0.299551	0.204327	0.406102	1.966735	3.044193	4.092537
KWMTBOMO00125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.351971	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00127	1.561244	1.710932	2.282749	0.114248	0.103021	0.076742	0.147189	0.049341	0.049189	1.169602	1.100707	1.093865	0.000000	0.161749	0.096143
KWMTBOMO00128	1.273826	2.271030	2.303745	0.000000	0.197295	0.000000	0.278322	0.742495	0.369959	0.334736	0.228162	0.453447	0.000000	0.000000	0.000000
KWMTBOMO00129	3.070392	3.100856	3.871645	0.138112	0.000000	0.046354	0.133160	0.178438	0.044470	0.707387	1.186370	1.178972	0.087997	0.000000	0.115835
KWMTBOMO00130	0.805739	0.563355	0.354236	0.000000	0.000000	0.036496	0.104915	0.140632	0.245343	0.680294	0.551856	0.464048	0.000000	0.000000	0.000000
KWMTBOMO00131	2.623866	2.027175	3.452164	0.120369	0.284783	0.080815	0.464503	0.350191	0.310312	1.917698	1.269075	1.541428	0.076760	0.051002	0.000000
KWMTBOMO00132	0.000000	0.000000	1.580316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00133	0.000000	0.000000	0.000000	0.021329	0.086561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00135	1.247955	0.961409	1.348448	0.079539	0.053744	0.000000	0.000000	0.000000	0.051171	0.090549	0.186315	0.000000	0.101249	0.000000	0.000000
KWMTBOMO00136	0.000000	0.000000	0.225734	0.000000	0.092670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.204205	0.000000	0.000000	0.000000
KWMTBOMO00137	1.930363	0.956202	0.731673	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.634519	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00138	13.604562	14.287089	14.661260	0.094428	0.080937	0.127019	0.000000	0.305054	0.000000	0.107802	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00139	1.760748	2.034678	2.197777	0.112283	0.000000	0.000000	0.107929	0.072249	0.000000	0.383724	0.350563	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00140	1.100798	0.396484	0.149907	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00141	13.215664	17.711336	15.344250	0.891656	1.195463	1.781113	1.677674	0.000000	1.106159	0.000000	2.766110	2.749354	5.401266	10.010872	4.247167
KWMTBOMO00142	78.545424	115.541936	76.410529	0.000000	3.834662	3.806403	5.555491	14.769305	7.354257	16.609374	18.131592	15.748919	10.537054	4.659416	2.306852
KWMTBOMO00143	0.214011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00144	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00145	1.046478	0.791805	0.998054	0.000000	0.000000	0.000000	0.064477	0.064871	0.053895	0.037878	0.000000	0.038803	0.000000	0.000000	0.000000
KWMTBOMO00146	1060.333754	1035.417046	1051.423174	0.165436	0.000000	0.332460	0.158389	0.317733	0.211125	0.000000	0.387061	0.000000	0.834862	0.554222	0.274513
KWMTBOMO00147	16.866785	19.066577	16.412154	5.106643	5.443965	5.986360	6.170538	6.085022	6.667959	68.196312	67.116423	71.609398	3.298534	2.982806	3.437364
KWMTBOMO00148	202.069925	189.256997	192.217723	1.968882	1.991892	1.428835	0.628396	0.315155	0.732943	6.920604	6.014095	6.103541	0.621072	1.099475	1.089172
KWMTBOMO00149	0.145589	0.143727	1.644054	0.000000	0.104668	0.000000	0.000000	0.113357	0.000000	1.275336	1.580639	1.770698	0.000000	0.000000	0.119219
KWMTBOMO00150	0.577032	1.714653	1.741374	0.000000	0.000000	0.665648	0.629197	0.209658	0.208915	0.758020	0.774287	1.025763	0.412019	0.000000	0.541111
KWMTBOMO00151	0.000000	0.109877	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO00152	5.161133	4.868585	6.294709	0.000000	0.000000	0.189051	1.074549	0.358404	0.535746	0.000000	0.000000	0.000000	0.000000	0.000000	0.231639
KWMTBOMO00153	0.155749	0.154269	0.116550	0.000000	0.000000	0.059954	0.000000	0.057616	0.000000	0.915692	0.837146	0.831915	0.000000	0.150967	0.149555
KWMTBOMO00154	26.777351	23.636567	25.578752	3.072542	3.540724	2.728476	2.870954	2.796694	3.775245	17.081417	16.862159	17.037222	1.493844	1.755624	1.361120
KWMTBOMO00155	1.396784	1.203056	1.362402	0.139320	0.141236	0.093519	0.000000	0.134992	0.179426	1.110017	2.284683	1.892029	0.976370	0.530741	0.876302
KWMTBOMO00156	1.267119	1.498006	1.649233	0.000000	0.000000	0.000000	0.000000	0.000000	0.030244	0.000000	0.000000	0.072760	0.000000	0.000000	0.000000
KWMTBOMO00157	0.243684	0.187733	0.262712	0.015515	0.020996	0.031280	0.030030	0.030215	0.000000	0.158761	0.169717	0.325281	0.039753	0.013212	0.052354
KWMTBOMO00158	1.267039	1.882481	1.140039	0.000000	0.392736	0.097518	0.000000	0.186707	0.000000	2.156410	3.406233	3.384823	0.368055	0.244372	0.242084
KWMTBOMO00159	70.095550	82.813928	78.489587	2.508228	3.701799	1.337190	3.300346	1.566181	0.936228	17.739948	29.119414	19.671436	17.810251	14.234857	10.878069
KWMTBOMO00160	1.959103	1.787306	1.809414	0.000000	0.019987	0.019852	0.000000	0.019157	0.019098	0.235239	0.300098	0.252352	0.075604	0.000000	0.049778
KWMTBOMO00161	0.000000	0.000000	0.000000	0.034390	0.022897	0.022370	0.000000	0.044407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
