Name	DRR068893	DRR068894	DRR068895	DRR095105	DRR095106	DRR095107	DRR095108	DRR095109	DRR095110	DRR095111	DRR095112	DRR095113	DRR095114	DRR095115	DRR095116
KWMTBOMO01279	24.128349	21.729776	14.970300	2.504097	0.840041	2.501597	2.369924	6.274464	2.344877	2.886440	2.928726	8.734514	18.226123	11.058748	20.903623
KWMTBOMO01280	26.486787	26.235087	27.502312	6.574158	6.347849	4.691935	9.822784	8.375906	11.130289	23.253500	21.516279	27.829790	20.068400	19.154263	18.432511
KWMTBOMO01281	28.078977	27.400151	29.977030	18.055278	19.401418	20.390756	12.873932	14.937709	14.327944	96.343846	94.585792	95.229661	22.072240	20.784063	21.655907
KWMTBOMO01282	0.000000	0.000000	0.590475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01283	0.000000	0.000000	0.142176	0.000000	0.000000	0.034176	0.000000	0.032593	0.000000	0.074095	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01285	31.822840	35.160094	29.873303	0.000000	0.053744	0.000000	0.076631	0.000000	0.000000	0.000000	0.062105	0.000000	7.593661	7.735169	6.729990
KWMTBOMO01286	7.044458	6.977509	6.130640	0.751961	0.571425	0.819791	0.633266	0.484660	0.422738	4.067402	3.815821	3.864887	3.823331	4.999893	3.695198
KWMTBOMO01287	1.255311	1.160488	1.252789	0.000000	0.000000	0.000000	0.000000	0.061886	0.246761	1.203010	0.974639	0.670531	0.000000	0.162136	0.240930
KWMTBOMO01288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.750164	2.816397	3.430592	0.000000	0.191779	0.190574	0.000000	0.000000	0.000000
KWMTBOMO01289	0.047983	0.304014	0.069610	0.000000	0.000000	0.035657	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01290	0.000000	0.686028	0.000000	0.000000	0.000000	0.000000	19.425136	28.691038	27.599986	0.000000	1.232185	0.000000	0.000000	0.638357	0.000000
KWMTBOMO01291	6.748099	6.137735	7.415209	1.152991	0.981022	0.999353	1.401671	1.132535	1.008938	1.607641	1.627050	2.050046	0.190183	0.252780	0.125210
KWMTBOMO01292	0.443404	0.146397	0.221169	0.084789	0.171853	0.170687	0.000000	0.054694	0.054522	0.193071	0.198601	0.263148	0.000000	0.000000	0.000000
KWMTBOMO01293	0.000000	0.000000	0.113003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01294	197.131499	215.235260	219.443544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.284593	0.281876
KWMTBOMO01295	0.075069	0.055846	0.085563	0.000000	0.000000	0.000000	0.000000	0.043991	0.000000	0.000000	0.040517	0.125130	0.000000	0.055348	0.000000
KWMTBOMO01296	74.314877	73.331967	76.206804	0.855866	1.037117	0.934262	2.274588	1.501960	1.935026	13.872316	12.591834	12.513584	7.295074	6.696507	6.633970
KWMTBOMO01297	72.552047	65.464390	60.200557	1.380840	0.698364	0.578023	1.321340	1.325131	2.531453	3.542422	5.384002	4.012614	6.527850	6.933249	5.580382
KWMTBOMO01298	143.303403	135.158555	153.884339	0.254072	0.000000	0.000000	0.000000	0.161339	0.000000	0.000000	0.000000	0.000000	0.000000	0.210701	0.000000
KWMTBOMO01299	11.640696	12.456909	10.821883	0.000000	0.000000	0.000000	0.076177	0.101968	0.000000	0.000000	0.089339	0.061348	0.100650	0.066865	0.066264
KWMTBOMO01300	25.195903	25.984558	28.406741	1.408062	0.804537	1.307582	2.291120	2.788787	2.501927	7.032407	7.439990	8.233565	7.561520	6.848300	6.603326
KWMTBOMO01301	0.802667	1.084146	0.764310	0.167438	0.056563	0.168538	0.322538	0.054010	0.107680	2.096948	1.503422	1.818822	0.745682	0.707656	0.420624
KWMTBOMO01302	4.972601	4.552216	5.862915	0.432227	0.525613	0.174016	1.581642	2.062923	1.556216	6.496041	5.466905	5.499823	0.659790	0.876581	1.013116
KWMTBOMO01303	27.153755	24.235646	28.375651	1.375008	0.231007	0.458920	1.300748	1.083343	1.295389	2.743562	2.401243	2.651068	9.366046	9.595910	10.063328
KWMTBOMO01304	469.745586	516.729290	500.518182	39.932458	38.595660	29.674276	110.136328	101.211998	95.084427	190.676120	202.443697	193.382786	258.699769	261.345224	300.698526
KWMTBOMO01305	0.460753	0.307729	0.260445	0.086856	0.132310	0.000000	0.000000	0.000000	0.000000	0.405850	0.580753	0.826166	3.160798	3.286150	5.100529
KWMTBOMO01306	0.136424	0.000000	0.265744	0.155614	0.000000	0.000000	0.077340	0.227505	0.436501	0.000000	0.081655	0.208440	0.000000	0.000000	0.000000
KWMTBOMO01307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01309	0.569453	0.626714	0.283919	0.362900	0.245245	0.341015	0.069961	0.046871	0.140173	0.247846	0.453406	0.506900	0.092455	0.000000	0.000000
KWMTBOMO01310	47.373935	49.695714	48.285123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01311	91.438172	87.562948	90.003015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01312	86.825805	81.473864	80.572870	18.212162	19.365621	20.992885	31.576895	32.671040	28.794181	74.630301	83.557534	76.548572	92.332757	88.507706	92.035016
KWMTBOMO01313	36.076009	40.356645	28.394848	4.605814	4.630918	5.111381	6.485147	2.863283	8.558409	36.894134	45.160899	54.334587	71.692041	70.247562	68.945610
KWMTBOMO01314	27.638875	30.351672	24.576258	2.416470	1.513121	1.618463	0.825838	2.981545	3.742148	7.478446	7.133803	8.158981	26.546590	25.566356	21.033748
KWMTBOMO01315	195.664177	201.411322	196.859760	18.899458	16.931894	18.459299	68.405624	71.357770	68.301746	611.688539	601.703423	628.782770	28.120111	25.620284	29.883703
KWMTBOMO01316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01317	21.145012	21.059222	22.325738	0.466405	0.900670	0.670921	1.991795	1.980370	1.330434	4.322487	4.891051	4.136645	0.594476	0.677092	0.335382
KWMTBOMO01318	1.986932	0.865942	0.832693	0.000000	0.061605	0.122374	0.263371	0.529144	0.293041	3.219178	3.773528	3.113159	0.231908	0.154048	0.228911
KWMTBOMO01319	4.962650	5.735546	8.792584	0.948162	2.542409	0.631203	1.785330	4.134287	2.353983	17.405563	8.093412	10.240285	3.444325	5.320388	3.761729
KWMTBOMO01320	1251.791634	1289.547031	1295.545253	954.746479	919.450781	924.993162	411.918137	412.710917	423.921419	2368.150380	2369.075153	2371.921018	4842.263091	4878.976801	4865.883256
KWMTBOMO01321	34.158160	31.740958	29.631390	0.607300	1.091364	0.270990	0.579876	0.516617	0.643610	4.618344	4.102407	5.487913	0.763153	0.000000	0.167241
KWMTBOMO01322	64.002529	73.972616	66.780164	2.671178	2.508142	1.779779	1.505304	2.332372	1.659727	9.145661	11.577256	7.805164	0.000000	0.000000	0.000000
KWMTBOMO01323	93.058574	90.911247	93.514526	2.603727	3.073276	3.270464	3.895765	4.168237	3.842948	8.904492	10.026366	12.107526	0.616084	0.681657	0.540215
KWMTBOMO01324	0.140017	0.374196	0.289243	0.086856	0.000000	0.044178	0.125074	0.251086	0.272868	0.188016	0.134953	0.385479	2.916260	2.437141	3.260593
KWMTBOMO01325	6.863037	8.275586	7.656922	2.406264	1.617050	2.065142	0.650374	0.433337	0.647695	6.270999	6.136509	6.362563	0.000000	0.000000	0.838611
KWMTBOMO01326	2.536424	1.883794	2.887212	0.000000	0.000000	0.485312	2.051575	0.000000	0.451419	2.500199	2.255978	1.681646	2.654441	1.756720	2.899293
KWMTBOMO01327	0.623427	1.235088	2.824460	0.359151	0.482595	0.000000	0.339456	0.226107	0.901179	3.685030	4.457934	2.491492	1.332582	1.177777	0.291637
KWMTBOMO01328	5.495217	5.711796	5.886621	0.155657	0.052590	0.104467	0.374960	0.502365	0.250395	2.923768	2.734688	3.442318	0.198178	0.460799	0.456492
KWMTBOMO01329	0.000000	0.190834	0.579366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01330	0.000000	0.227366	0.000000	0.000000	0.177797	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.204389	0.000000	0.000000	0.000000
KWMTBOMO01331	8.610777	9.717121	8.707276	1.424547	1.727105	1.286543	0.995979	1.144452	1.045835	5.085849	5.448274	6.443862	2.508816	1.667111	2.642460
KWMTBOMO01332	11.244062	10.388121	10.100759	2.602113	3.400846	2.562452	1.339095	1.981807	1.751990	4.540260	3.974175	4.218700	0.516374	0.735225	0.534128
KWMTBOMO01333	2.334484	1.681674	1.481817	0.486959	0.274185	0.435719	0.312734	0.209483	0.313238	4.804653	5.069566	5.604677	18.799816	16.812191	15.091488
KWMTBOMO01334	2.526491	2.634178	2.393459	0.000000	0.103047	0.000000	0.878238	0.489510	0.487910	0.870495	0.476574	1.183963	3.859071	2.946459	2.411236
KWMTBOMO01335	101.819922	96.729921	102.005168	26.258901	25.068447	9.535431	12.701051	8.409442	20.207133	101.096938	99.190907	121.841073	86.797374	79.794608	85.952553
KWMTBOMO01336	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01337	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01338	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01339	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01340	3.034972	1.753519	2.286844	0.873492	0.391728	0.389075	0.828988	1.105819	1.101980	9.304419	7.248412	6.302480	0.000000	0.240420	0.714428
KWMTBOMO01341	0.133740	0.160858	0.199606	0.065681	0.081486	0.051503	0.095379	0.049765	0.134665	0.908510	0.940928	0.909593	0.182400	0.195857	0.212508
KWMTBOMO01342	0.920463	0.098762	0.609440	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.077783	0.193682	0.000000	0.000000	0.000000
KWMTBOMO01343	0.127309	0.089169	0.134430	0.150974	0.153303	0.125729	0.118005	0.033461	0.057872	0.263938	0.230586	0.354695	0.033015	0.021966	0.000000
KWMTBOMO01344	19.686715	18.596002	13.183253	2.109541	2.829897	1.757064	13.376287	9.541361	10.489085	34.906328	41.225875	36.091740	27.729681	25.618665	20.725359
KWMTBOMO01345	50.611121	51.868216	47.497285	126.712999	132.088577	128.783989	0.000000	0.000000	0.000000	0.458450	0.000000	0.309636	0.000000	0.657031	0.000000
KWMTBOMO01346	11.954097	12.075002	12.744219	2.783025	2.477340	2.688363	6.937749	6.534213	7.038418	33.374989	34.136745	32.132883	0.432534	0.632220	0.626311
KWMTBOMO01347	56.479440	58.025255	57.945855	3.797310	4.772152	5.202204	6.276367	6.625655	9.025180	22.632140	28.400611	28.088295	30.245705	35.677345	31.908339
KWMTBOMO01348	62.067184	65.856523	71.525601	2.932171	3.162095	3.271508	1.120478	1.622370	0.746289	11.148095	7.466802	8.328540	5.162524	3.589407	2.909249
KWMTBOMO01349	8.294600	8.306039	8.871912	0.000000	0.070648	0.000000	0.100611	0.000000	0.067147	0.000000	0.163322	0.324600	0.000000	0.088227	0.000000
KWMTBOMO01350	24.160322	22.238369	26.103763	0.000000	0.189005	0.187726	0.000000	0.533913	0.354712	1.603176	3.060582	2.824050	0.350183	0.000000	0.230071
KWMTBOMO01351	161.275129	161.283194	166.552426	14.594649	12.197748	12.591237	11.777784	11.207956	10.497638	82.382071	90.033876	83.419284	217.984493	225.654326	207.598377
KWMTBOMO01352	35.848551	36.162476	33.992334	13.671894	12.672054	10.933390	25.225650	27.290406	24.419315	58.689919	66.174429	62.522075	43.010904	43.455059	39.434230
KWMTBOMO01353	2.469212	2.760221	2.793187	0.242651	0.273495	0.271640	0.742338	0.550060	0.391689	3.174301	4.296374	2.856906	0.000000	0.068690	0.068049
KWMTBOMO01354	0.652932	0.517383	0.683690	0.000000	0.000000	0.000000	0.072186	0.145079	0.000000	0.426305	0.409406	0.348730	0.190778	0.126744	0.125560
KWMTBOMO01355	6.813489	9.132254	7.888827	0.461937	0.619939	0.000000	65.188091	66.157337	71.675639	15.274145	18.952765	25.581361	2.267284	1.501834	1.859600
KWMTBOMO01356	0.676881	0.167612	0.254198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01357	0.043867	0.043450	0.000000	0.000000	0.000000	0.000000	0.048562	0.162749	0.292041	0.057231	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01358	11.571908	8.258791	8.677538	4.283535	1.984782	3.584357	1.723357	0.848662	1.184539	10.782650	12.015987	10.832961	7.686972	11.969159	10.318913
KWMTBOMO01359	1.800753	2.229507	2.372096	0.518049	0.348699	0.692684	0.000000	0.000000	0.000000	0.295651	0.403381	0.400860	0.000000	0.214694	0.000000
KWMTBOMO01360	6.356859	6.541027	7.605805	0.106128	0.023926	0.142584	0.034189	0.045846	0.091410	0.885231	1.022509	0.631664	0.135693	0.000000	0.059558
KWMTBOMO01361	87.264807	87.488381	84.365464	8.032336	7.965457	8.116016	6.552974	5.566373	7.376542	28.602601	29.208235	27.526879	44.554172	49.150014	49.625034
KWMTBOMO01362	3.998493	4.629172	5.046339	0.238217	0.120774	0.279894	0.172373	0.115515	0.345467	2.371997	2.744150	2.126178	0.000000	0.100943	0.050000
KWMTBOMO01363	0.176073	0.174401	0.000000	0.000000	0.000000	0.000000	6.958512	7.361796	7.980763	0.692752	0.631139	0.313595	0.000000	0.000000	0.000000
KWMTBOMO01364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01365	14.177304	13.294733	11.679156	0.866408	0.585210	0.774986	0.741111	0.682377	0.803895	2.082959	1.878833	2.091133	4.404234	7.151059	5.313138
KWMTBOMO01366	30.113894	32.049949	30.803647	2.034111	1.921848	2.272386	4.164377	5.050260	5.641556	12.209430	14.920537	12.408286	6.866493	6.839124	7.565538
KWMTBOMO01367	6.685736	5.349999	5.658138	1.094968	1.327857	0.913051	1.860689	1.981325	2.316623	10.608318	12.269947	10.434977	0.772231	0.866023	0.794385
KWMTBOMO01368	56.118236	70.789524	47.662780	9.979263	8.232743	8.178210	6.485147	11.930345	13.788548	29.866680	29.116896	30.120260	106.141463	104.138929	101.893070
KWMTBOMO01369	2.696063	2.906068	2.848412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.900988	2.060047	2.611909	0.000000	0.000000	0.000000
KWMTBOMO01370	130.405680	126.920148	126.814888	3.151164	2.403917	1.928448	4.995752	4.486013	4.471565	22.485498	25.337675	24.434885	3.988433	5.526940	6.273673
KWMTBOMO01371	0.881572	0.436695	2.003557	0.507880	0.340684	0.000000	0.954493	1.268192	1.579354	1.158823	0.000000	0.390498	0.000000	2.469594	0.815466
KWMTBOMO01372	0.000000	0.070001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01373	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.884678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01374	0.000000	0.000000	0.183944	0.000000	0.000000	0.000000	0.075138	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065340
KWMTBOMO01375	5.112773	4.946378	6.595234	0.000000	0.000000	0.000000	0.000000	0.000000	0.174762	0.311225	0.106544	0.529375	0.518471	0.688534	0.227363
KWMTBOMO01376	2.614973	1.988855	2.791928	0.053548	0.036202	0.071914	1.498852	1.212419	0.897861	10.906311	11.375837	11.471263	0.136682	0.045411	0.179947
KWMTBOMO01377	0.000000	0.000000	0.000000	1.174579	0.000000	0.000000	0.000000	0.000000	0.364234	0.000000	0.000000	0.000000	0.000000	0.000000	0.469576
KWMTBOMO01378	240.705164	246.728539	231.270252	0.000000	0.000000	0.000000	2.007073	0.999588	0.331945	1.219421	2.067367	0.821596	0.000000	1.297080	0.000000
KWMTBOMO01379	67.697473	67.512216	74.313608	9.392269	5.974479	7.595456	12.374971	8.952862	9.036223	161.049671	167.065331	159.011787	3.349340	3.260810	3.670716
KWMTBOMO01380	59.985021	60.047568	48.897576	5.851088	8.107086	6.100670	10.365062	5.292240	5.731816	161.336673	162.806471	168.804710	1.356133	2.696673	2.374178
KWMTBOMO01381	3463.165697	3447.544868	3300.114756	1498.198518	1529.423119	1606.341867	759.643619	760.305023	786.188686	4784.304310	4732.910468	4911.813563	19081.416364	19017.910549	19043.679610
KWMTBOMO01382	23.280079	20.272501	21.066599	4.342296	4.134888	4.853527	4.923424	4.585560	4.713801	12.936944	14.774087	14.854276	11.302697	12.385968	14.686934
KWMTBOMO01383	1.013888	2.410184	1.830076	0.000000	0.314171	0.000000	0.222237	0.000000	0.295792	8.784143	6.723669	4.333922	0.292195	0.193871	0.384106
KWMTBOMO01384	2.679021	3.674147	2.006809	0.354859	0.319429	0.079315	0.340957	0.304284	0.606623	7.546731	6.831723	7.431097	0.899961	0.099612	0.394719
KWMTBOMO01385	6.557657	5.530698	5.924394	1.415130	1.459610	1.149769	0.287131	0.625171	0.479395	4.493445	4.187425	3.698931	0.284574	0.378117	0.749164
KWMTBOMO01386	0.346051	0.342760	0.518701	0.132450	0.000000	0.000000	5.085396	6.635494	5.427007	0.000000	0.103359	0.102710	0.000000	0.000000	0.000000
KWMTBOMO01387	8.190433	8.112630	7.432918	1.295730	1.094744	1.348274	0.437377	0.711753	0.709535	4.497714	4.098143	4.525109	9.167649	12.072433	11.687807
KWMTBOMO01388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01389	2.616955	3.090552	3.015579	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090180	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01390	434.405887	427.843738	441.824746	0.281770	0.095067	0.283266	0.000000	0.180838	0.000000	0.000000	0.439725	0.109241	0.000000	0.236708	0.234493
KWMTBOMO01391	0.074047	0.041254	0.042128	0.034064	0.000000	0.000000	0.025436	0.047659	0.000000	0.093072	0.059901	0.061031	0.037951	0.000000	0.000000
KWMTBOMO01392	218.208603	236.462404	262.096509	0.000000	0.480299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01393	0.000000	0.283112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01394	0.000000	0.000000	0.000000	0.595198	0.802285	0.531227	0.000000	0.126628	0.126204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01395	0.870752	1.293968	1.319153	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.388259	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01396	11.965215	14.666107	14.592118	2.749770	1.738402	2.302149	3.782672	3.078839	4.274237	9.013695	10.051529	9.455630	28.600998	28.910124	28.638898
KWMTBOMO01397	1.740540	0.470182	0.236826	0.000000	0.000000	0.000000	0.000000	0.000000	0.058343	0.206740	0.283497	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01398	1.774526	1.590264	0.885510	0.000000	0.000000	0.000000	0.000000	0.124967	0.124572	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01399	0.435376	0.862645	0.659576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.572256	0.388259	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01400	2.061211	1.814791	1.710680	0.337577	0.355145	0.277150	1.630987	1.433704	1.623094	1.279958	1.142726	1.601520	0.143842	0.095593	0.284101
KWMTBOMO01401	3.675754	3.257568	2.752738	0.000000	0.000000	0.000000	0.000000	0.071452	0.071224	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01402	34.692451	34.525693	30.126399	0.188986	0.891769	0.632658	0.180630	1.448702	1.323566	4.526285	5.304256	4.099626	7.372973	9.471522	10.164596
KWMTBOMO01403	2.500400	2.141961	2.426345	3.721229	3.876538	3.642118	0.597613	0.750635	0.598625	0.529521	0.363207	0.541409	0.000000	0.000000	0.064961
KWMTBOMO01404	2.824407	4.010356	2.945977	0.135148	0.182414	0.000000	0.907895	0.867815	1.019277	2.795998	3.213855	3.248754	0.000000	0.113604	0.112541
KWMTBOMO01405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074683	0.000000	0.000000	0.000000
KWMTBOMO01406	75.736011	87.830383	50.471194	6.343055	6.378569	9.147053	6.978223	15.173049	9.202269	37.654588	36.966574	40.844171	99.884137	88.985190	119.963502
KWMTBOMO01407	24.398477	22.313402	23.736553	3.996190	4.864322	4.944344	4.713556	3.486814	4.508015	13.733694	13.209122	14.857653	0.859962	0.607198	0.813830
KWMTBOMO01408	13.024198	10.578106	8.245723	23.692993	17.952715	20.435745	24.180370	23.143808	22.874012	7.529657	7.230400	8.111805	11.564756	16.328759	11.272398
KWMTBOMO01409	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.276607	0.000000	0.000000	0.000000	0.000000	0.542883	0.000000	0.000000
KWMTBOMO01410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01411	0.000000	0.000000	0.000000	0.711934	0.000000	0.000000	0.336508	1.120796	0.446708	0.000000	0.552355	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01412	3.988651	4.938326	4.507567	0.573955	0.965312	0.383513	1.362146	3.634336	2.535212	3.602870	5.358841	4.659501	1.072461	0.474190	0.469682
KWMTBOMO01413	2.889973	3.435009	3.476199	0.221577	0.000000	0.000000	6.972376	5.503640	6.891561	0.252828	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01414	4.306788	3.791896	4.434945	0.493887	0.630690	0.663260	2.648083	1.987749	2.087737	1.311285	1.757250	1.533343	0.070027	0.046531	0.138288
KWMTBOMO01415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.454928	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01416	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01417	578.710415	584.406965	572.356527	0.093995	0.380950	0.315304	0.361867	0.242330	0.241564	0.000000	0.293525	0.291690	0.000000	0.317454	0.471727
KWMTBOMO01418	4.439594	5.025510	4.453400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.201938	0.000000
KWMTBOMO01419	1.225571	1.315079	0.765017	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01420	161.778160	153.489417	148.153855	39.882836	44.170493	42.563993	88.532899	92.843809	93.543912	408.669025	424.859914	419.353105	96.913017	111.036022	100.920436
KWMTBOMO01421	0.664587	0.554339	0.678878	0.000000	0.013561	0.000000	0.038785	0.065033	0.038900	0.045584	0.062644	0.077819	0.000000	0.000000	0.000000
KWMTBOMO01422	2.642737	2.309684	2.903636	4.500553	3.645943	4.010271	0.215182	0.288497	0.230085	2.179803	2.157992	2.352108	0.056921	0.000000	0.000000
KWMTBOMO01423	12.575568	13.857432	13.631113	5.588702	6.174533	5.406416	7.942656	7.148711	6.739167	55.871133	54.065521	51.769827	1.149670	1.324067	1.311695
KWMTBOMO01424	483.276964	506.321087	496.784751	462.358699	462.199969	469.466328	265.814506	260.757929	257.410769	1713.297158	1714.568934	1699.045002	1257.006305	1340.765524	1327.520484
KWMTBOMO01425	80.024605	82.633933	77.991636	13.289326	12.234018	13.617518	4.942804	5.709934	4.892477	26.196724	24.510679	28.719367	46.395301	43.778114	46.743880
KWMTBOMO01426	10.021114	6.615843	7.098712	0.000000	0.000000	0.000000	2.161716	0.477214	1.426402	0.000000	0.000000	0.000000	0.931065	0.000000	0.610138
KWMTBOMO01427	0.662419	0.437406	0.332364	0.000000	0.000000	0.000000	0.725175	0.645357	0.321581	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
KWMTBOMO01428	34.553065	34.224407	36.631660	0.844725	1.139344	0.339484	0.485121	0.432488	1.185423	2.889223	4.479547	3.665857	0.639200	0.990075	1.821476
KWMTBOMO01429	8.868519	5.917788	7.689161	0.214293	0.361772	0.718634	0.103029	0.275906	0.412544	3.539302	2.007275	2.576498	0.136018	0.180679	0.178988
KWMTBOMO01430	51.832340	52.348192	50.037487	5.260382	5.208855	4.546417	8.873958	9.623950	8.993652	37.289550	42.060676	40.981089	19.421092	21.955865	22.140584
KWMTBOMO01431	411.116989	415.863140	428.437395	145.626407	143.525025	135.622501	343.030785	328.614751	338.329894	2683.390762	2584.567106	2652.045868	21.465061	24.759582	21.986342
KWMTBOMO01432	0.408599	0.809431	0.122324	0.000000	0.000000	0.000000	0.180510	0.181323	0.060250	1.815334	1.610588	2.764533	0.000000	0.000000	0.000000
KWMTBOMO01433	18.176422	19.803998	18.339792	5.709902	5.116056	5.744124	3.589266	4.805652	5.494825	22.264292	20.056050	23.848404	12.960203	11.199118	13.478265
KWMTBOMO01434	10.929900	6.722605	6.598743	12.341344	11.682656	13.299790	9.828531	9.512935	8.313673	30.645990	28.902067	28.956654	3.212325	3.925897	3.381895
KWMTBOMO01435	2.684556	2.527582	2.312025	0.659273	0.892150	0.840660	0.392600	0.559585	0.623513	2.710113	2.932233	3.084690	0.108268	0.215894	0.114069
KWMTBOMO01436	6.454190	4.939964	3.984687	0.000000	0.000000	0.000000	7.675318	9.163540	7.856956	5.780447	5.509942	7.560342	87.940663	96.059248	93.216630
KWMTBOMO01437	0.399275	0.366190	0.198680	0.016948	0.022934	0.045557	0.082000	0.088002	0.087734	0.385395	0.450227	0.579033	0.065127	0.043289	0.000000
KWMTBOMO01438	1.234000	1.833416	1.476506	0.424644	0.239153	0.095012	0.068228	0.365699	0.410125	2.416708	2.321200	2.691177	0.090171	0.059907	0.000000
KWMTBOMO01439	4.067624	4.668499	5.601556	0.962844	0.950969	1.143364	0.927997	0.573883	0.619760	4.805569	4.626754	4.597887	0.943325	1.253412	1.303781
